capacity_mw,latitude,longitude,primary_fuel,generation_gwh_2016,State
1.5,40.7035,-99.1008,Hydro,0.243,NE
2.9,42.0712,-71.4586,Solar,0,MA
3.3,42.0163,-72.7752,Solar,6.39,MA
110,33.1431,-98.1611,Wind,426.122,TX
5,35.4267,-78.4,Solar,9.217,NC
151.8,36.2761,-99.4908,Wind,602.985,OK
4.9,40.0941,-123.509,Hydro,12.54,CA
20,36.1481,-77.2119,Solar,45.034,NC
5,36.1542,-77.2185,Solar,4.992,NC
1.1,37.3564,-121.8719,Gas,7.256,CA
184,40.9675,-88.1975,Wind,82.646,IL
10,39.5318,-121.4912,Hydro,74.148,CA
372,32.7976,-88.606,Gas,474.082002,MS
2,34.96,-78.04,Solar,3.647,NC
2,34.9578,-77.9817,Solar,3.724,NC
4.5,34.97,-77.9761,Solar,8.002,NC
1256,41.4797,-88.2581,Gas,7195.291,IL
273.6,42.3633,-71.0792,Gas,814.548006,MA
28.8,40.6781,-74.2744,Gas,129.259997,NJ
120.2,40.7119,-112.1225,Coal,650.079044,UT
121.2,40.6417,-73.7778,Gas,0,NY
3,36.4338,-78.1526,Solar,5.017,NC
44.5,36.2338,-90.0521,Gas,2.808,MO
1,39.2808,-76.0908,Solar,1.863,MD
18,42.9496,-85.6932,Waste,100.776,MI
1.2,38.9931,-75.4375,Solar,0.919,DE
1,39.2972,-75.9822,Solar,1.776,MD
12.4,44.7053,-73.5967,Hydro,39.55,NY
218.6,37.0131,-88.2692,Hydro,924.369,KY
88,37.8948,-86.6854,Biomass,377.439,IN
5.4,44.2718,-92.9848,Oil,0.041,MN
124.8,40.3965,-91.3719,Hydro,899.879,IL
157.6,34.7981,-82.8872,Hydro,53.797,SC
22.6,37.0925,-119.5528,Hydro,44.863,CA
139.5,37.0718,-119.558,Hydro,302.683,CA
9.5,35.4407,-118.7965,Hydro,33.87,CA
49.8,35.5165,-119.0401,Gas,38.562,CA
4.5,35.2956,-118.9183,Gas,32.124,CA
26.4,35.4603,-118.7796,Hydro,152.368,CA
40.1,35.7762,-118.4362,Hydro,117.487,CA
300,35.4515,-118.9849,Gas,691.722,CA
48.8,35.4406,-118.9617,Gas,240.943,CA
117,40.6119,-122.4464,Hydro,333.401,CA
4.2,55.3446,-131.6334,Hydro,20.683,AK
1,34.7003,-118.1236,Solar,2.094,CA
1,34.7003,-118.1236,Solar,1.956,CA
57.9,48.6203,-118.1111,Waste,344.837997,WA
20,36.0508,-119.9475,Solar,55.998,CA
1,38.1214,-121.1412,Solar,2.513,CA
1884,40.6604,-79.3411,Coal,10215.22978,PA
70,36.1508,-96.2517,Hydro,279.15,OK
5.6,41.4363,-75.5984,Waste,41.655,PA
5,39.8611,-76.2211,Solar,8.35,PA
1370,34.6831,-95.9349,Gas,1695.44,OK
1.1,66.9739,-160.4286,Oil,1.545,
132,45.3853,-70.5258,Wind,305.447,ME
9,38.5136,-121.1944,Waste,54.14,CA
3,40.6778,-121.8733,Hydro,15.462,CA
9.7,43.6258,-89.7808,Hydro,63.221,WI
689.3,38.6903,-83.4803,Coal,3365.574982,OH
9.6,41.2382,-103.6667,Oil,0.045,NE
36.3,41.5583,-73.4136,Gas,237.297,CT
2.1,44.2769,-88.3344,Hydro,14.205,WI
1319,39.5906,-89.4964,Coal,4284.882007,IL
2,46.6497,-97.0095,Oil,0.013,ND
10.8,37.6711,-76.76,Waste,61.789,VA
47.3,36.2248,-121.1246,Gas,4.391,CA
133.2,36.225,-121.1278,Gas,419.188,CA
2.6,55.0617,-162.3103,Oil,3.914,
2.2,33.4852,-81.9912,Hydro,5.166,GA
278,31.2092,-102.2417,Wind,468.867,TX
30,30.8349,-81.5636,Solar,3.64,GA
20,34.819,-118.432,Solar,42.079,CA
20,34.8242,-118.4385,Solar,39.681,CA
65,44.7483,-72.4253,Wind,166.213,VT
9.1,35.8575,-97.9277,Gas,0.057,OK
298,35.7703,-97.7997,Wind,919.143,OK
10.5,35.1458,-114.0675,Wind,0,AZ
19.1,37.3831,-98.0704,Gas,3.106,KS
214.8,37.5867,-98.5793,Wind,24.47,KS
15,39.2458,-120.0272,Oil,0.225,NV
48.6,36.8882,-119.1588,Hydro,125.119,CA
36.2,36.5397,-119.5794,Gas,25.975,CA
3.7,36.5053,-119.5403,Solar,7.515,CA
7.2,45.808,-88.1251,Hydro,31.093,MI
50,41.2114,-101.6681,Hydro,152.22,NE
1700,35.8992,-84.5194,Coal,5192.643937,TN
2,41.9789,-70.7158,Wind,2.454,MA
270,38.7619,-89.0128,Gas,0,IL
2.3,41.3686,-73.0856,Hydro,1.778,CT
8.6,39.7933,-75.1064,Solar,14.92,NJ
2,35.3706,-77.6083,Solar,3.908,NC
5,35.2184,-77.6426,Solar,9.584,NC
5,35.3514,-77.4723,Solar,7.839,NC
15,40.2245,-92.5849,Gas,0.08,MO
5,34.9889,-78.1375,Solar,8.907,NC
2.5,41.9166,-91.6509,Wind,2.921,IA
3,42.2219,-89.0933,Biomass,7.025,IL
1.3,36.9667,-105.4381,Solar,3.018,CO
51,39.3383,-102.3533,Wind,185.296,CO
1.1,67.7266,-164.5384,Oil,0,
501.5,42.1739,-121.8106,Gas,2427.61903,OR
117.6,42.1727,-121.8144,Gas,48.603,OR
1.8,45.392,-84.3333,Hydro,6.924,MI
693,41.5532,-72.5969,Gas,4005.807024,CT
59,40.8734,-75.9935,Coal,126.673004,PA
24.5,45.5563,-120.5507,Wind,50.129,OR
75,45.571,-120.593,Wind,209.298,OR
297.5,45.5836,-120.5042,Wind,759.196,OR
2.4,46.7266,-92.4486,Hydro,14.834,MN
3,40.0264,-77.2344,Solar,4.185,PA
501,32.3766,-94.6415,Gas,0,TX
16,41.316,-93.061,Oil,0.312,IA
23.4,44.7956,-93.5386,Waste,143.029,MN
18.3,57.79,-152.397,Oil,0,AK
1,34.0947,-117.2668,Solar,0.859,CA
5,35.7991,-78.1022,Solar,5.672,NC
5.4,40.473,-86.146,Solar,0.294,IN
12,48.6802,-121.7233,Hydro,46.654,WA
36,42.1743,-106.8805,Hydro,135.229,WY
1,43.6142,-75.3327,Hydro,2.541,NY
1.4,63.0322,-163.5531,Oil,0,
17.5,66.8378,-162.5569,Oil,20.474,
1.3,42.9457,-114.7957,Hydro,3.331,ID
1.1,64.9321,-161.1671,Oil,0,
50,32.7056,-116.3425,Wind,142.816,CA
1086.5,38.9144,-82.1289,Coal,4934.172039,OH
3.8,32.8197,-117.1405,Gas,7.846,CA
573.7,33.3556,-111.9353,Gas,1198,AZ
55.2,34.1845,-90.5627,Gas,0,MS
851,34.2831,-77.9853,Gas,4718.980982,NC
10,39.9803,-74.7703,Solar,16.661,NJ
3.2,40.0906,-76.1456,Waste,25.164,PA
1,40.4879,-74.5214,Solar,1.966,NJ
2,40.4003,-74.5047,Solar,2.904,NJ
1.3,40.5543,-74.468,Solar,1.814,NJ
1.5,34.6543,-117.9731,Solar,2.175,CA
3.4,45.8883,-91.0769,Hydro,15.46,WI
46.5,32.9781,-103.3239,Gas,53.72,NM
2.5,41.5844,-81.5256,Wind,5.18,OH
6,28.0664,-82.0175,Solar,10.637,FL
5.2,41.5694,-72.1175,Oil,0.61,CT
4.5,46.9756,-122.2906,Waste,36.724,WA
283.5,44.7956,-92.9119,Gas,367.646999,MN
283.5,42.8555,-88.7299,Gas,873.036002,WI
19.6,30.4106,-91.1814,Gas,122.951,LA
5.5,38.5317,-99.3083,Oil,0.014,KS
1578,38.3481,-94.6456,Coal,8369.774995,MO
1.5,43.5722,-90.6391,Oil,0.007,WI
4.5,37.6697,-120.4436,Hydro,9.54,CA
1.5,36.6786,-119.7975,Solar,3.13,CA
17.2,37.9876,-103.5468,Oil,-0.948,CO
42.3,34.6161,-106.815,Gas,22.133,NM
1200,35.2956,-119.5919,Gas,4236.172,CA
3.6,40.0244,-92.4896,Oil,0,MO
5.4,42.3159,-92.1928,Oil,0.08,IA
1,35.2417,-114.0046,Solar,2.511,AZ
47.2,45.0699,-83.4082,Petcoke,0,MI
64,46.8328,-122.3196,Hydro,378.245,WA
464.5,30.3186,-91.2325,Gas,1993.049,LA
2340,41.2455,-88.6691,Nuclear,19144.08,IL
2389.4,38.5622,-90.8377,Coal,14792.6896,MO
3.8,43.849,-73.4207,Hydro,10.721,NY
5.2,43.8439,-73.4312,Hydro,10.721,NY
1,44.5975,-122.6854,Hydro,5.048,OR
892.5,38.0722,-77.5133,Gas,769.860004,VA
3.4,45.4644,-91.0836,Hydro,15.881,WI
2,35.2324,-81.5642,Solar,3.716,NC
3,40.9872,-111.8983,Gas,0,UT
1625.2,35.6578,-89.3964,Gas,3906.402996,TN
3,38.2914,-113.0356,Solar,6.068,UT
1.8,39.4625,-119.0667,Hydro,2.183,NV
2.7,44.415,-110.5739,Oil,0.094,WY
107.2,44.2917,-96.375,Wind,224.577,MN
103.5,44.1294,-96.117,Wind,280.696,MN
17.2,31.8477,-83.942,Hydro,37.671,GA
552.5,34.4341,-92.9049,Gas,332.156,AR
36.4,30.1489,-93.3356,Cogeneration,0,LA
31.1,30.1966,-93.322,Gas,195.889,LA
1.5,40.4936,-111.3125,Hydro,3.295,UT
5.8,44.1069,-94.2197,Oil,0.009,MN
14.3,58.2325,-134.0533,Hydro,87.454,AK
4.5,44.3204,-93.9032,Solar,0,MN
3.2,42.2542,-87.8643,Gas,0.336,IL
6,42.1063,-87.8137,Waste,21.835,IL
42,33.0586,-117.1194,Hydro,-10.376,CA
927.5,32.8358,-96.5458,Gas,0,TX
3.6,35.4259,-82.184,Hydro,7.99,NC
51.2,39.7203,-79.8561,Hydro,111.689,PA
8.8,44.6003,-93.2939,Oil,0.042,MN
4.9,33.8553,-117.4537,Hydro,32.845,CA
3.5,39.1972,-123.1856,Hydro,7.997,CA
18.5,43.4172,-93.5322,Oil,0.154,IA
4.8,43.3864,-93.5589,Waste,28.072,IA
60.5,34.1772,-118.3147,Gas,13.397,CA
4,43.4301,-95.3153,Oil,0.032,IA
6.5,33.8206,-112.24,Solar,15.235,AZ
24.1,44.3649,-97.3811,Oil,0.41,SD
7.5,45.1959,-93.8121,Solar,0,MN
273.3,39.7246,-94.8773,Gas,81.401,MO
840,41.872,-71.8958,Gas,5254.358,CT
1385,40.3317,-111.7542,Gas,5726.042,UT
100.8,43.8719,-86.3347,Wind,253.723,MI
537.8,43.7984,-94.8415,Gas,189.393004,MN
3.4,43.6742,-95.1706,Oil,0.017,MN
205.5,43.675,-95.1567,Wind,570.66,MN
3.5,27.9911,-82.0473,Solar,6.056,FL
2.7,27.9885,-82.0473,Solar,8.428,FL
1.8,31.0269,-83.055,Solar,4.768,GA
5.4,39.7573,-89.6005,Oil,0,IL
51.8,46.7181,-96.2119,Wind,175.427,MN
6,42.0602,-80.0208,Waste,42.866,PA
1,40.0575,-74.1856,Solar,1.273,NJ
4.4,37.942,-101.2499,Gas,0.027,KS
11.2,44.3996,-96.4284,Wind,25.809,MN
10.5,43.3839,-94.1475,Wind,37.035,IA
55.7,38.0333,-102.5379,Coal,0,CO
1112.6,33.6308,-95.59,Gas,6053.883,TX
47,38.2216,-121.8683,Gas,9.366,CA
10.5,40.622,-93.9326,Oil,0.03,IA
1.2,20.7667,-156.9233,Solar,2.345,HI
1,34.6958,-118.0589,Solar,2.148,CA
35.7,40.0711,-76.6436,Waste,225.575998,PA
5,34.7169,-118.2894,Solar,12.98,CA
5,34.5994,-117.9328,Solar,12.934,CA
1.5,34.715,-118.095,Solar,3.58,CA
1.5,34.7106,-118.1661,Solar,3.58,CA
3.2,40.1108,-75.9547,Waste,18.945,PA
2.2,35.542,-80.6123,Oil,-0.048,NC
2.6,43.72,-91.9777,Oil,0.022,MN
1.1,38.2717,-85.9864,Solar,1.886,IN
1,32.8138,-85.1678,Hydro,0,GA
5,35.4473,-78.4135,Solar,8.978,NC
40.5,48.6303,-98.3169,Wind,149.688,ND
40.5,48.6292,-98.3164,Wind,156.668,ND
118.5,48.63,-98.315,Wind,456.863,ND
40,44.1203,-103.26,Gas,11.657,SD
150,31.0854,-100.6788,Wind,527.791,TX
318.5,43.9044,-116.8197,Gas,0,ID
5,35.8019,-77.8489,Solar,8.919,NC
4.9,34.8989,-77.8089,Solar,2.808,NC
274.5,43.3359,-91.1675,Coal,0,WI
98,42.7197,-84.5517,Gas,526.775,MI
661.5,30.2686,-85.7003,Gas,3507.817,FL
1710,42.1089,-104.8825,Coal,10282.95034,WY
263.6,27.5667,-99.5089,Gas,234.432,TX
1,33.7833,-84.2678,Solar,0.963,GA
79.9,41.8803,-98.0239,Wind,326.429,NE
99.8,32.567,-116.9442,Gas,0,CA
16.4,38.1762,-99.1,Oil,-0.294,KS
133.6,28.0797,-81.9228,Gas,83.554,FL
5.6,38.0647,-103.2159,Oil,-0.089,CO
358.9,36.2319,-115.1222,Gas,366.345,NV
5,35.6433,-105.2067,Solar,10.507,NM
3.3,36.1344,-115.0353,Solar,6.808,NV
1,34.1361,-118.7019,Solar,2.068,CA
1.7,42.6033,-111.7053,Hydro,1.162,ID
2.4,42.6474,-114.8903,Hydro,6.893,ID
62.1,37.8867,-109.3684,Wind,104.485,UT
2258.3,26.0686,-80.1984,Gas,3058.879959,FL
3.5,42.4305,-97.0908,Gas,0,NE
70,36.9614,-84.27,Hydro,66.028,KY
69,41.5323,-77.0296,Wind,183.462,PA
129.6,39.0072,-79.8866,Wind,213.281,WV
4,37.035,-84.0933,Waste,20.998,KY
119.6,41.8833,-92.9333,Wind,375.045,IA
9.1,42.8486,-94.8506,Oil,0.051,IA
5,34.7644,-79.443,Solar,10.162,NC
5,34.7565,-79.4302,Solar,9.442,NC
2,34.7076,-79.2954,Solar,4.177,NC
1.1,43.6386,-96.39,Storage,-0.647,MN
4,36.7106,-99.8906,Oil,0.037,OK
402,38.8003,-86.4511,Gas,36.711,IN
3.5,45.4013,-92.6937,Solar,0,MN
517,39.0072,-95.2692,Coal,2461.626015,KS
14.8,42.6994,-71.1653,Hydro,58.766,MA
1232,39.0911,-84.8669,Gas,7610.962,KY
177,32.9633,-86.5187,Hydro,404.623,AL
15.9,44.1011,-122.6892,Hydro,82.69371,OR
50.4,31.2434,-89.0456,Biomass,430.200952,MS
100.5,45.6525,-120.2098,Wind,202.614,OR
201,45.651,-120.2598,Wind,387.149,OR
9.5,40.9253,-72.7633,Solar,11.375,NY
30.6,39.4322,-84.2109,Oil,0,OH
5.2,41.5683,-72.2322,Oil,0.707,CT
2,40.6758,-74.9122,Solar,3.163,NJ
23.4,41.0772,-74.0181,Gas,124.26961,NY
920,35.3736,-78.0894,Gas,6402.249974,NC
11.2,34.181,-80.2678,Waste,32.559,SC
59,26.6315,-81.7607,Waste,340.747134,FL
1.3,35.4845,-94.3929,Hydro,0,AR
692,41.8287,-89.4054,Gas,54.965,IL
40,37.0933,-79.4025,Hydro,79.431,VA
5,36.058,-77.623,Solar,0,NC
1.5,27.9862,-81.6902,Solar,0.141,FL
6,42.2228,-71.8786,Solar,6.768,MA
656,47.2808,-101.3212,Coal,3995.321996,ND
32,43.3558,-122.2494,Hydro,134.067,OR
38.5,43.2806,-122.4025,Hydro,146.665,OR
61.7,58.3536,-134.4953,Oil,0.212,AK
1.5,36.2579,-119.7981,Solar,2.931,CA
24,43.233,-72.1455,Wind,68.965,NH
4,39.7767,-86.0428,Solar,5.748,IN
9.6,42.9817,-83.9794,Waste,25.826,MI
5,35.3317,-77.6664,Solar,8.626,NC
5,35.35,-77.475,Solar,7.186,NC
6.1,40.88,-94.5589,Oil,0.035,IA
2,42.5616,-71.7554,Solar,3.189,MA
3.5,42.6062,-71.1772,Solar,0.761,MA
229.6,29.3525,-98.5761,Gas,64.753,TX
3,42.4981,-93.3678,Wind,0,IA
4.5,41.8572,-70.5583,Solar,7.299,MA
68.6,47.6785,-104.1566,Coal,272.977,MT
542.8,30.4356,-95.5214,Gas,2363.447,TX
181,33.9406,-87.1077,Hydro,233.853,AL
240,43.143,-79.022,Hydro,-284.77,NY
5,36.1411,-77.2111,Solar,10.068,NC
2.8,33.0685,-96.9638,Hydro,3.403,TX
3.6,35.7736,-80.2594,Oil,-0.061,NC
1.8,35.8309,-80.2422,Oil,-0.03,NC
525,48.4098,-115.3143,Hydro,2185.485,MT
614,39.8614,-75.3358,Gas,4136.54,PA
12.8,40.8856,-86.7044,Waste,48.284,IN
253,32.7047,-93.9597,Gas,0,LA
1.1,37.6439,-121.8842,Gas,7.545,CA
1.1,33.1372,-117.2869,Gas,7.328,CA
8,43.5241,-75.9703,Hydro,20.097,NY
4,32.1447,-108.8383,Geothermal,14.218,NM
2,41.7456,-71.1172,Wind,1.429,MA
1.4,47.4706,-123.1153,Hydro,6.006,WA
7,39.7475,-86.1831,Oil,0,IN
90.2,43.2481,-93.205,Oil,0.063,IA
2,39.6988,-121.571,Hydro,3.295,CA
3,44.3969,-117.2719,Wind,5.867,OR
2277,40.2243,-75.5874,Nuclear,19395.375,PA
2.2,44.3689,-73.2471,Solar,3.588,VT
1849.8,31.4219,-96.2525,Coal,9161.346999,TX
154.2,39.2038,-103.7005,Gas,51.2,CO
200.6,39.3533,-103.4742,Wind,792.326,CO
200,39.381,-103.5732,Wind,701.195,CO
200,39.3414,-103.5811,Wind,605.023,CO
10.1,39.0372,-98.153,Oil,0.082,KS
1753.6,35.4317,-81.0347,Gas,46.112,NC
2.9,39.9008,-75.1675,Solar,3.694,PA
692,41.3933,-87.9436,Gas,63.299,IL
4.8,38.8381,-121.3419,Waste,27.59,CA
1.5,41.4628,-87.2603,Solar,2.5,IN
4.9,35.3795,-81.8176,Solar,0.237,NC
9.2,44.6108,-87.5586,Wind,12.711,WI
1.8,35.4774,-81.2623,Oil,0.058,NC
3.2,32.7292,-117.2077,Solar,5.399,CA
1.9,32.7294,-117.2051,Solar,0,CA
31,33.7886,-118.2294,Gas,0,CA
974.1,40.6322,-74.2156,Gas,4893.533013,NJ
2.7,40.62,-74.2144,Solar,4.158,NJ
50,45.7442,-120.7836,Wind,142.458,OR
4,36.2119,-119.1339,Solar,7.836,CA
15.7,45.1282,-94.5352,Oil,0.332,MN
1.3,41.7992,-71.436,Solar,1.804,RI
3.3,44.2799,-88.2556,Hydro,25.172,WI
4.8,40.585,-111.8006,Hydro,8.808,UT
74,35.1947,-98.9072,Wind,350.9,OK
4.6,45.975,-94.3691,Hydro,34.385,MN
34.8,47.8217,-117.9167,Hydro,182.385,WA
13,43.0403,-74.8506,Hydro,49.974,NY
810,46.5838,-118.0273,Hydro,2039.508,WA
1002.9,30.0051,-90.4617,Gas,0,LA
1.5,42.6296,-114.6616,Hydro,5.764,ID
10,35.9643,-101.5402,Wind,13.731,TX
10,35.9249,-101.5414,Wind,15.563,TX
9,45.7736,-87.9894,Hydro,67.174,MI
5,35.5389,-79.8042,Solar,7.311,NC
3,34.6002,-117.9475,Solar,9.038,CA
2.8,43.4252,-114.0256,Hydro,3.852,ID
5,35.4339,-77.4381,Solar,9.425,NC
46,35.4837,-119.0298,Gas,10.434,CA
51,32.4238,-82.1028,Solar,5.929,GA
170.1,45.0304,-84.7308,Gas,7.757,MI
6.6,40.5275,-74.4383,Solar,9.2862,NJ
1.2,40.5236,-74.43,Solar,1.5642,NJ
80,35.4789,-101.2439,Wind,198.781,TX
14.4,33.3208,-83.8419,Hydro,51.398,GA
1.2,43.4732,-71.5336,Hydro,2.679,NH
18,34.7792,-81.4561,Hydro,60.913,SC
1.9,28.0479,-82.6853,Solar,0.003,FL
1.1,37.4131,-122.0281,Gas,7.301,CA
221.3,43.1619,-78.745,Gas,0,NY
16,41.5697,-88.0789,Hydro,35.541,IL
1.2,35.6184,-79.0912,Hydro,2.398,NC
7.2,44.5467,-69.6292,Hydro,30.621,ME
26,40.855,-76.1292,Wind,67.877,PA
102,40.8411,-76.1547,Wind,216.696,PA
27.4,38.1466,-121.3005,Gas,0,CA
288.9,38.0881,-121.3875,Gas,530.187,CA
5,40.4144,-95.54,Wind,9.505,MO
15.9,41.7258,-111.8433,Gas,0.139,UT
242.3,39.7928,-75.4067,Coal,542.588999,NJ
128.1,33.4259,-86.3375,Hydro,266.305,AL
201,40.941,-103.259,Wind,592.579,CO
200.1,31.8225,-98.6906,Wind,709.43,TX
12.1,34.0504,-117.2484,Gas,0,CA
170,41.4281,-96.4623,Coal,0,NE
14.4,38.1944,-81.3706,Hydro,90.861,WV
40,32.9215,-94.7226,Gas,8.53,TX
10,34.3981,-116.8655,Solar,22.954,CA
20,34.4083,-116.8625,Solar,44.965,CA
302.5,47.7967,-103.5786,Gas,657.077,ND
252,33.7641,-118.2248,Gas,25.032,CA
5.1,35.3119,-81.1414,Oil,0.233,NC
5,36.467,-77.618,Solar,8.18,NC
31.5,40.8611,-72.8478,Solar,53.709,NY
70,47.8344,-117.8361,Hydro,525.331,WA
20,34.541,-117.061,Solar,6.921,CA
3.3,43.9808,-75.6247,Hydro,8.32,NY
200,34.3111,-101.2511,Wind,764.054,TX
55,46.1039,-122.9184,Biomass,299.157997,OR
807.5,39.7079,-79.959,Coal,5283.452018,PA
13.6,38.3947,-75.6727,Solar,23.894,MD
1.3,39.8667,-75.6678,Solar,2.039,PA
120,43.9153,-122.7531,Hydro,335.9,OR
25.8,35.7575,-81.0894,Hydro,86.778,NC
37.8,39.8794,-78.9183,Wind,108.137,PA
74.1,38.9827,-120.3245,Hydro,92.67,CA
27.2,41.3006,-82.1803,Waste,155.443,OH
150,32.4375,-100.7444,Wind,427.477,TX
88,32.3505,-108.698,Gas,12.553,NM
3.2,43.2166,-86.2144,Gas,9.72258,MI
2.8,35.8756,-106.31,Storage,1.606,NM
1.2,33.7831,-118.2849,Solar,2.555,CA
68.5,33.7686,-118.2867,Gas,373.715004,CA
306.1,37.425,-121.9319,Gas,153.933,CA
7,34.8331,-106.7724,Solar,15.436,NM
678.3,38.0301,-121.873,Gas,2852.471,CA
110,26.4117,-98.5716,Wind,372.514,TX
200,26.3307,-97.5857,Wind,577.539,TX
201.6,26.3489,-97.6668,Wind,531.716,TX
200,26.3886,-98.8061,Wind,634.744,TX
200,26.3806,-98.8183,Wind,253.642,TX
49,42.6717,-122.6772,Hydro,239.2,OR
1.1,40.7576,-121.4145,Hydro,4.032,CA
150,39.9814,-94.5181,Wind,418.07,MO
10.5,35.6661,-119.7669,Gas,36.543,CA
32,35.62,-119.85,Solar,91.984,CA
100,43.3456,-95.3233,Wind,345.516,IA
18,44.5951,-71.4944,Oil,0.717,NH
609,30.1478,-97.2714,Gas,2511.539,TX
4,44.4631,-83.7208,Hydro,19.867,MI
811.9,41.3181,-91.0931,Coal,3371.451016,IA
509.1,38.1181,-78.2139,Gas,360.550996,VA
450.9,30.4922,-91.1864,Gas,2894.839984,LA
6.7,30.0497,-90.6839,Gas,15.833,LA
7.5,32.5256,-92.6497,Gas,46.607,LA
2.8,42.4771,-114.3801,Hydro,8.238,ID
82.8,37.777,-79.892,Oil,0.178,VA
1.3,42.6265,-71.3579,Solar,1.84,MA
111.2,48.5478,-121.7407,Hydro,358.833,WA
1,43.8844,-75.4306,Hydro,4.851,NY
1.5,38.9767,-74.9065,Solar,2.59,NJ
810,46.6595,-117.4294,Hydro,2104.104,WA
13.5,42.8658,-114.9062,Hydro,99.957,ID
2.4,44.0249,-73.1768,Hydro,5.443,VT
5.6,39.1937,-108.0441,Hydro,15.148,CO
810,46.5635,-118.5397,Hydro,1987.131,WA
651.6,40.8019,-75.1076,Gas,3939.644,NJ
8,43.4687,-112.0625,Hydro,41.583,ID
3,43.4684,-112.0626,Hydro,0.453,ID
60,42.8416,-114.9036,Hydro,190.509,ID
6.7,44.6694,-73.5075,Hydro,24.125,NY
342.7,46.5242,-117.8217,Wind,865.023,WA
2.6,36.1357,-118.7889,Hydro,10.54,CA
1.2,43.3743,-72.3476,Hydro,0,NH
10.6,41.8558,-87.8356,Gas,10.113,IL
7.5,33.5697,-101.7653,Wind,7.767,TX
101.2,43.528,-116.0583,Hydro,340.296,ID
1.7,44.0211,-96.4406,Wind,5.06,MN
1978.8,43.8942,-86.4447,Hydro,-751.65,MI
2.6,42.1822,-72.5075,Solar,3.261,MA
65,39.4736,-79.0569,Coal,222.733999,MD
34.7,34.59,-78.9968,Waste,0,NC
650,32.2993,-107.7834,Gas,2319.172,NM
251,42.3347,-94.1708,Wind,934.315,IA
3,38.0427,-119.172,Hydro,7.722,CA
1.6,38.6767,-78.4989,Hydro,6.019,VA
1.6,43.3269,-91.8108,Wind,3.453,IA
3.5,43.6544,-96.2019,Oil,0.025,MN
49.5,47.3272,-97.8975,Wind,182.328,ND
2,35.2411,-81.4294,Solar,0.273,NC
3.2,41.1511,-76.9178,Waste,24.227,PA
2.5,41.9374,-96.4668,Oil,0,NE
5.5,43.6186,-75.3586,Hydro,29.921,NY
3,43.6189,-75.3055,Hydro,10.802,NY
72.8,46.7353,-92.1517,Waste,7.468,MN
69,42.3394,-71.0314,Oil,0.608,MA
2,39.8531,-86.0144,Solar,1.915,IN
4.5,41.6647,-70.5942,Wind,8.774,MA
6.6,33.655,-84.3944,Waste,43.427,GA
5,35.8748,-77.1397,Solar,2.011,NC
1,41.5164,-81.5972,Solar,0.619,OH
1.9,31.5461,-84.0675,Biomass,12.362,GA
2.5,42.5441,-71.5988,Solar,0,MA
1.5,38.7729,-76.1389,Solar,2.705,MD
301.5,37.2175,-88.8661,Gas,1.371,IL
2,47.9362,-122.2469,Storage,-0.056,WA
3,40.1483,-74.7772,Solar,4.021,NJ
1.4,35.575,-80.821,Solar,0,NC
13.3,39.2511,-91.6401,Gas,112.143,MO
5.9,42.7044,-73.8509,Waste,28.614,NY
2.7,41.7861,-72.6544,Waste,7.867,CT
3,34.2925,-118.3894,Waste,39.949,CA
6.6,38.6383,-77.4147,Waste,51.675,VA
6.4,32.8448,-117.1627,Waste,50.825,CA
3.6,32.8817,-117.1958,Waste,29.076,CA
3.6,41.9231,-71.0864,Waste,15.649,MA
11.7,34.0332,-117.9061,Waste,47.791,CA
2.8,38.5963,-121.6875,Waste,17.222,CA
31.3,43.0214,-87.9014,Gas,90.855,WI
5.1,42.8869,-87.8422,Biomass,29.848,WI
5,44.0678,-70.2608,Waste,16.697,ME
2,44.953,-93.1057,Oil,0.048,MN
3.3,36.0311,-78.86,Waste,18.663,NC
3.3,35.2889,-78.0703,Waste,12.822,NC
386.1,33.8119,-83.6953,Gas,18.309,GA
6,41.8527,-87.6185,Oil,0,IL
1.3,43.2664,-82.6192,Gas,0,MI
2.5,43.7411,-83.4472,Coal,0.851,MI
1.2,42.0019,-87.8522,Gas,0,IL
5,35.8514,-86.365,Gas,0,TN
91.1,38.9461,-92.3328,Coal,0,MO
1.5,34.6953,-118.0625,Solar,4.344,CA
229.8,20.8012,-156.493,Oil,704.389,HI
12.5,40.7869,-73.1064,Waste,0,NY
52.2,32.57,-107.48,Solar,143.733,NM
50.4,32.5543,-107.5093,Wind,133.289,NM
119.6,41.2092,-94.1036,Wind,374.541,IA
1,44.8773,-74.3063,Hydro,5.649,NY
6,39.7378,-92.4689,Oil,0,MO
10,39.749,-92.3845,Gas,76.097,MO
2.8,39.76,-92.46,Solar,4.422,MO
3.5,33.4091,-112.4146,Solar,5.31531,AZ
212,32.7142,-103.3015,Gas,320.707,NM
11.8,44.0501,-94.4178,Gas,-0.163,MN
1,34.7683,-117.3236,Solar,2.859,CA
1,36.9411,-120.0467,Solar,2.065,CA
692,39.4522,-84.4647,Gas,446.422,OH
8.8,45.4879,-111.6338,Hydro,57.101,MT
5.8,41.8298,-97.4563,Oil,0.028,NE
11.5,42.8947,-75.4517,Wind,19.742,NY
9,43.2547,-114.3569,Hydro,16.892,ID
801,26.3403,-98.19,Gas,3178.913,TX
203,26.4753,-97.6911,Wind,638.389,TX
746,34.4297,-92.8317,Gas,2046.994,AR
